#{"t_start": 1760405989.0367465, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
15.0,2270,727.734127
22.0,2895,733.353501
8.0,1719,736.582352
18.0,1648,739.671361
28.0,2117,743.661238
12.0,1838,747.216105
17.0,2857,752.600401
19.0,3134,758.602424
26.0,3276,764.825026
14.0,2519,769.673324
16.0,2895,775.293362
27.0,3249,781.434907
23.0,2850,786.879727
11.0,2200,791.157182
14.0,1540,793.932255
15.0,2136,797.976716
12.0,2287,802.454607
18.0,2214,806.630864
18.0,3219,812.746404
17.0,1986,816.5677
18.0,2535,821.397335
25.0,2734,826.556228
17.0,2678,831.684805
26.0,2402,836.310249
10.0,2098,840.281464
15.0,2438,844.814006
17.0,2356,849.383256
21.0,2798,854.700772
28.0,1829,858.09693
13.0,2333,862.638044
9.0,1957,866.267907
19.0,2022,870.144628
18.0,2271,874.417946
16.0,1847,877.982776
20.0,2424,882.637216
10.0,1975,886.249278
25.0,2187,890.352808
10.0,2083,894.278142
25.0,3037,900.088759
18.0,2222,904.290093
27.0,2972,910.017862
18.0,2303,914.321197
13.0,2394,918.960326
24.0,2407,923.473219
19.0,2247,927.909031
29.0,3651,934.858285
24.0,2765,940.082297
20.0,2073,943.970835
16.0,2513,948.813146
21.0,2569,953.576375
22.0,2744,958.940827
18.0,2582,963.88811
13.0,2322,968.255221
34.0,3647,975.224045
22.0,2692,980.396029
26.0,3027,986.232919
18.0,2746,991.474888
19.0,2974,997.174781
22.0,3144,1003.265782
23.0,2345,1007.632721
30.0,3245,1013.768759
18.0,2078,1017.700876
18.0,2696,1022.797378
21.0,3119,1028.786264
19.0,3138,1034.831297
15.0,2428,1039.456463
18.0,2895,1045.079952
26.0,3294,1051.380287
15.0,2414,1055.882946
12.0,1823,1059.380267
26.0,3040,1065.236649
10.0,2015,1068.932477
16.0,2382,1073.522216
28.0,3372,1079.938803
16.0,1903,1083.587137
28.0,2362,1088.000161
14.0,2795,1093.417128
21.0,1943,1096.965277
23.0,2996,1102.753521
22.0,2893,1108.31085
17.0,2492,1112.961071
25.0,3245,1119.255405
15.0,2839,1124.660637
18.0,2787,1129.934318
25.0,2181,1134.098889
26.0,2270,1138.527698
16.0,1879,1141.974269
25.0,2147,1146.028926
27.0,3153,1152.049424
39.0,3405,1158.686324
24.0,2066,1162.615002
26.0,3046,1168.443645
25.0,2670,1173.511824
17.0,2495,1178.173575
23.0,2520,1182.985206
14.0,1611,1186.01698
18.0,2671,1191.099641
33.0,3735,1198.33526
13.0,1947,1202.074056
22.0,2651,1207.108104
18.0,2051,1211.049489
37.0,3836,1218.339642
11.0,2223,1222.666479
24.0,3753,1229.852311
25.0,3289,1236.115455
16.0,2422,1240.810144
20.0,2788,1246.095019
17.0,2367,1250.686845
36.0,4186,1258.722337
16.0,1666,1261.807258
25.0,2680,1266.91377
32.0,2828,1272.248963
28.0,2204,1276.44227
17.0,2101,1280.418122
24.0,2054,1284.352636
20.0,3173,1290.428707
28.0,3379,1297.030562
35.0,3895,1304.478089
27.0,3530,1311.448707
25.0,2731,1316.628378
25.0,2562,1321.518431
19.0,2325,1325.88158
18.0,2628,1330.899667
18.0,3055,1336.866832
16.0,2830,1342.473231
18.0,3220,1348.760504
25.0,3018,1354.592964
25.0,3348,1360.952065
18.0,2263,1365.218966
24.0,2582,1370.152374
24.0,2289,1374.394138
25.0,2529,1379.239424
19.0,2890,1384.847581
27.0,3143,1390.936684
22.0,2513,1395.79037
24.0,2756,1400.992928
18.0,2979,1406.582192
11.0,1653,1409.826212
22.0,2389,1414.263072
20.0,3120,1420.193032
19.0,2293,1424.472767
19.0,1983,1428.256641
22.0,2624,1433.256507
22.0,2552,1438.189707
36.0,3916,1445.587515
16.0,1622,1448.635357
18.0,2171,1452.907205
27.0,2573,1457.674825
20.0,3120,1463.640352
26.0,2101,1467.650079
29.0,2747,1472.965082
15.0,1815,1476.386248
24.0,3140,1482.369747
18.0,3144,1488.395742
31.0,2971,1494.131772
12.0,2241,1498.375943
32.0,3918,1505.811743
15.0,2314,1510.367066
14.0,2622,1515.347429
28.0,2517,1520.20557
24.0,2907,1525.675858
32.0,3173,1531.767425
30.0,3327,1538.217878
17.0,1835,1541.597317
38.0,3563,1548.470096
24.0,3022,1554.283252
14.0,2469,1558.844916
23.0,2715,1564.17236
19.0,2343,1568.573744
14.0,2489,1573.319306
19.0,2206,1577.488893
12.0,1757,1580.759093
32.0,2198,1584.911174
25.0,3215,1591.11279
19.0,2712,1596.357684
22.0,3238,1602.496175
24.0,3457,1609.110559
17.0,2458,1613.807817
19.0,3183,1619.902098
19.0,3400,1626.512507
28.0,3113,1632.491783
28.0,3038,1638.160094
18.0,2090,1642.131454
36.0,3566,1648.999709
25.0,2651,1654.058895
23.0,2962,1659.716084
22.0,2785,1664.98971
30.0,3421,1671.663431
16.0,2930,1677.131555
34.0,4000,1684.919576
13.0,2259,1689.171428
27.0,3086,1695.096787
11.0,1977,1698.881199
22.0,2173,1703.028193
13.0,2259,1707.246562
32.0,3560,1714.144124
19.0,2059,1718.01731
14.0,2448,1722.761256
23.0,3322,1729.023515
11.0,2106,1733.024339
14.0,2209,1737.19304
39.0,3360,1743.549263
16.0,2459,1748.242185
25.0,3210,1754.32469
25.0,3192,1760.447513
22.0,2911,1766.083134
18.0,2076,1770.042
14.0,2286,1774.32045
21.0,3263,1780.49933
25.0,2802,1786.013369
33.0,3868,1793.379956
31.0,2420,1798.022837
24.0,2736,1803.191539
14.0,2754,1808.389184
22.0,2679,1813.535253
19.0,2331,1818.012709
29.0,3745,1825.19369
18.0,2685,1830.317991
27.0,2962,1835.993692
20.0,2889,1841.448167
45.0,4336,1849.761806
46.0,4984,1859.489388
27.0,2488,1864.263331
26.0,3273,1870.488384
28.0,2968,1876.259676
41.0,4078,1883.955621
12.0,2422,1888.620932
32.0,3486,1895.349871
20.0,2986,1900.935968
25.0,1758,1904.333667
16.0,2283,1908.62684
19.0,2825,1913.929078
30.0,4496,1922.688077
28.0,3663,1929.687641
29.0,2617,1934.758858
33.0,3827,1942.046071
18.0,3137,1948.060746
25.0,3310,1954.488229
18.0,2395,1958.925531
17.0,2987,1964.702819
22.0,3618,1971.687387
10.0,2106,1975.714952
20.0,2864,1981.179192
28.0,3799,1988.499163
21.0,2539,1993.182678
27.0,4146,2001.212876
23.0,2937,2006.92836
20.0,3301,2013.146606
16.0,2330,2017.679427
19.0,2757,2022.867141
13.0,2531,2027.738605
19.0,2219,2031.914485
18.0,2623,2036.905085
16.0,2374,2041.378849
20.0,2405,2046.026044
26.0,3052,2051.862961
23.0,2815,2057.182421
22.0,1706,2060.388573
21.0,2700,2065.460391
16.0,2869,2071.047863
17.0,2927,2076.5626
29.0,3106,2082.476935
12.0,2100,2086.484834
14.0,1614,2089.554632
25.0,3194,2095.617405
13.0,2505,2100.406147
14.0,2634,2105.42537
16.0,2864,2111.003992
9.0,1866,2114.427247
25.0,3505,2121.17262
21.0,2575,2126.09843
22.0,2531,2130.923812
21.0,3397,2137.379335
21.0,2025,2141.287006
22.0,3200,2147.36753
18.0,2542,2152.23978
29.0,2567,2157.170596
25.0,3351,2163.510416
13.0,2388,2168.126642
44.0,4878,2177.580539
14.0,2790,2182.835538
22.0,2878,2188.410128
22.0,2021,2192.257852
35.0,3586,2199.129853
28.0,3589,2205.831359
31.0,3714,2213.009259
10.0,1608,2215.991689
17.0,2451,2220.678157
29.0,3362,2227.184181
19.0,3205,2233.369955
28.0,2985,2238.964844
15.0,2603,2243.952758
16.0,2427,2248.616164
29.0,2994,2254.431197
33.0,3457,2260.945213
34.0,3374,2267.515221
19.0,2422,2272.01957
33.0,3810,2279.403458
21.0,2708,2284.592305
30.0,3349,2290.922906
16.0,2235,2295.146577
36.0,3738,2302.44242
16.0,2820,2307.771964
21.0,3080,2313.697809
30.0,3594,2320.642064
30.0,3599,2327.568332
21.0,2482,2332.189373
24.0,3305,2338.635006
35.0,4248,2346.821732
31.0,3455,2353.354645
27.0,3564,2360.211992
17.0,1923,2363.896746
17.0,2532,2368.771067
28.0,2960,2374.431267
42.0,4839,2383.774355
28.0,3938,2391.267434
17.0,2478,2396.070751
28.0,3055,2401.90942
37.0,3832,2409.205218
43.0,4467,2417.895215
19.0,2754,2423.160979
28.0,2972,2428.860225
41.0,4103,2436.654889
15.0,2174,2440.864233
13.0,2470,2445.489336
37.0,3673,2452.474496
22.0,3242,2458.695181
24.0,3670,2465.729048
27.0,3070,2471.649716
25.0,3475,2478.36827
21.0,2531,2483.253766
39.0,3616,2490.271727
17.0,3029,2496.00896
33.0,3378,2502.567157
43.0,3927,2510.131296
16.0,2508,2515.056957
15.0,2604,2520.033489
31.0,3349,2526.616242
29.0,3673,2533.809866
16.0,2612,2538.873617
34.0,3295,2545.116321
14.0,2577,2550.073469
11.0,2041,2553.887098
38.0,4432,2562.331305
29.0,4039,2570.23008
48.0,4373,2578.516978
44.0,3793,2585.931263
24.0,2406,2590.414711
21.0,2515,2595.283188
36.0,3722,2602.463659
32.0,3888,2610.045627
38.0,4181,2618.08469
25.0,2101,2622.145706
79.0,6401,2634.68457
31.0,3443,2641.191802
37.0,3733,2648.501781
27.0,2393,2653.040834
23.0,2874,2658.644316
38.0,4608,2667.334898
51.0,4661,2676.274166
23.0,3134,2682.280567
42.0,4738,2691.427556
23.0,3118,2697.377412
19.0,2898,2703.011009
29.0,4087,2710.901216
23.0,3760,2718.059699
29.0,4267,2726.301043
18.0,3017,2732.076099
14.0,2394,2736.549674
18.0,2812,2742.043561
22.0,3060,2747.931812
12.0,2138,2752.010251
30.0,3096,2757.948396
32.0,4424,2766.489339
54.0,5301,2776.656763
18.0,3059,2782.52915
23.0,3347,2789.04713
28.0,2889,2794.483157
24.0,3529,2801.292209
21.0,3375,2807.709483
25.0,2455,2812.445924
27.0,3319,2818.758154
41.0,4456,2827.410208
21.0,2917,2832.908175
25.0,2910,2838.570562
15.0,2898,2844.11212
23.0,2834,2849.727326
12.0,2414,2854.355005
20.0,2862,2860.024343
31.0,4088,2868.056564
45.0,4008,2875.793789
28.0,3599,2882.752731
36.0,4150,2890.722852
31.0,3203,2896.858528
36.0,4266,2905.205107
14.0,2178,2909.327471
24.0,3552,2916.180077
30.0,4006,2923.742488
43.0,4572,2932.623141
35.0,3321,2938.978844
24.0,3106,2944.896432
24.0,2798,2950.344012
18.0,3102,2956.268135
26.0,3466,2962.877711
32.0,4644,2971.80904
43.0,4203,2979.889922
30.0,3361,2986.453608
58.0,5672,2997.409976
32.0,4011,3005.037505
30.0,3274,3011.415675
37.0,4228,3019.550594
18.0,3133,3025.517493
33.0,3562,3032.248264
24.0,3036,3038.061829
24.0,3680,3045.110518
17.0,2682,3050.242912
15.0,2380,3054.801908
35.0,4194,3062.913494
32.0,3944,3070.608862
24.0,2906,3076.102876
28.0,4026,3083.86838
43.0,4161,3091.867639
19.0,2215,3096.059077
54.0,5210,3106.133616
26.0,3663,3113.195697
35.0,3466,3119.886425
11.0,2167,3123.984363
35.0,3967,3131.551732
26.0,3854,3139.058608
16.0,2800,3144.381689
42.0,4685,3153.408497
31.0,4135,3161.47926
44.0,4505,3170.312806
21.0,2850,3175.711418
26.0,2892,3181.27343
24.0,3367,3187.66984
42.0,4233,3195.793827
35.0,4380,3204.406948
29.0,3505,3210.964255
29.0,2962,3216.68965
22.0,3140,3222.697454
21.0,3631,3229.673255
31.0,3391,3236.131986
23.0,3480,3242.866936
24.0,2225,3247.028805
22.0,3209,3253.180133
29.0,3628,3260.137033
32.0,3451,3266.798429
39.0,4873,3276.099199
43.0,4337,3284.580173
32.0,3807,3291.877785
30.0,3767,3299.06142
32.0,4108,3306.954926
22.0,2227,3311.152957
35.0,3453,3317.832609
27.0,3477,3324.397819
42.0,3826,3331.864177
28.0,2746,3337.114052
38.0,4225,3345.250401
28.0,3489,3352.037733
19.0,2921,3357.492894
45.0,4828,3366.936757
21.0,3315,3373.201205
39.0,4402,3381.551156
72.0,5863,3393.07205
37.0,4406,3401.487116
37.0,3809,3408.927369
27.0,3242,3415.140694
47.0,3695,3422.246559
33.0,3681,3429.292563
24.0,2725,3434.47553
38.0,4868,3443.942459
26.0,2703,3449.123975
34.0,4107,3457.040045
21.0,2680,3462.155857
36.0,3913,3469.600467
34.0,3635,3476.572892
27.0,2762,3481.816767
34.0,4028,3489.589584
30.0,3700,3496.652699
26.0,3436,3503.338464
33.0,3153,3509.380442
40.0,4180,3517.434705
31.0,3579,3524.339939
41.0,3069,3530.108666
45.0,4225,3538.393672
35.0,3047,3544.026293
23.0,2670,3549.175776
28.0,3288,3555.519481
32.0,3550,3562.380568
15.0,2503,3567.044648
50.0,4229,3575.182848
23.0,3491,3581.943662
33.0,3510,3588.719792
24.0,3394,3595.164198
38.0,4119,3603.074344
43.0,4174,3611.14506
24.0,3322,3617.611069
47.0,4884,3626.991664
35.0,3034,3632.890851
27.0,2423,3637.358743
35.0,4013,3645.159852
23.0,3335,3651.4791
52.0,4605,3660.406986
30.0,4190,3668.48938
33.0,3743,3675.83243
9.0,1619,3678.852069
20.0,3100,3684.826128
25.0,3131,3690.848655
24.0,2898,3696.338595
26.0,2751,3701.543438
22.0,3590,3708.496941
36.0,4939,3718.06924
38.0,3809,3725.353689
48.0,4971,3735.004588
33.0,3947,3742.554742
42.0,4959,3752.18214
36.0,4271,3760.381039
36.0,4448,3768.884034
37.0,4454,3777.503818
33.0,4427,3786.137657
18.0,2981,3791.745228
36.0,3639,3798.774358
22.0,3036,3804.603696
48.0,5067,3814.47594
45.0,4040,3822.257362
31.0,4194,3830.331258
50.0,4702,3839.384698
32.0,4501,3847.931603
32.0,3865,3855.470158
36.0,4196,3863.505133
24.0,3137,3869.556553
39.0,4404,3877.916725
35.0,4113,3885.854483
28.0,3725,3893.015007
31.0,4031,3900.818036
40.0,4281,3909.000646
39.0,4913,3918.62424
28.0,3460,3925.177383
19.0,2820,3930.707565
45.0,5304,3940.963769
34.0,3899,3948.326629
27.0,3384,3954.901617
28.0,2933,3960.426472
27.0,3223,3966.771174
40.0,4317,3975.04349
36.0,3809,3982.308109
21.0,3668,3989.323078
18.0,2002,3993.136706
28.0,3816,4000.410305
39.0,4695,4009.462922
42.0,3368,4016.03612
21.0,2760,4021.272505
54.0,4796,4030.464258
40.0,4503,4039.222093
47.0,4534,4047.997245
41.0,3864,4055.421546
39.0,4197,4063.465226
42.0,5322,4073.73851
34.0,3385,4080.347062
44.0,4650,4089.319409
40.0,3750,4096.52417
28.0,3286,4102.741857
36.0,4646,4111.708626
47.0,4567,4120.551343
44.0,3862,4127.87738
31.0,3876,4135.545628
48.0,4833,4144.762789
51.0,4728,4153.822649
24.0,2790,4159.103889
46.0,4150,4167.129269
24.0,3220,4173.443069
41.0,4549,4182.097358
44.0,4799,4191.499714
32.0,4207,4199.593589
52.0,4985,4209.121659
31.0,2739,4214.378028
30.0,2650,4219.536823
31.0,3437,4226.051571
32.0,3497,4232.814317
41.0,3169,4238.866431
27.0,3017,4244.708739
74.0,6474,4257.122008
54.0,3813,4264.426519
71.0,6521,4277.163337
40.0,4356,4285.494635
73.0,4897,4295.061048
52.0,4561,4303.913982
43.0,4846,4313.228297
40.0,4025,4321.034434
52.0,5225,4331.191412
51.0,4536,4339.718503
48.0,4012,4347.507591
63.0,5435,4358.096721
35.0,3554,4364.811886
35.0,3963,4372.446067
50.0,3955,4380.12993
27.0,4032,4387.801006
31.0,3417,4394.398754
48.0,4562,4403.271924
39.0,4164,4411.299935
21.0,2430,4415.83511
72.0,5522,4426.588531
86.0,6696,4439.545923
31.0,2357,4443.9859
60.0,5517,4454.715984
49.0,4883,4464.105688
85.0,6613,4476.973647
75.0,6654,4489.888252
36.0,4222,4497.984497
52.0,4489,4506.725372
48.0,4927,4516.200249
57.0,5266,4526.359808
33.0,4266,4534.751348
43.0,3979,4542.296315
50.0,4487,4550.95482
39.0,3989,4558.730693
38.0,4698,4567.790559
65.0,5635,4578.553341
76.0,5673,4589.51876
54.0,4451,4598.166517
55.0,5046,4607.972802
85.0,4380,4616.33419
42.0,4703,4625.454474
25.0,3176,4631.510766
55.0,4890,4641.091879
39.0,3726,4648.20665
37.0,4410,4656.652445
36.0,3089,4662.565989
54.0,4600,4671.468957
43.0,4242,4679.610175
8.0,1731,4682.876336
17.0,2119,4686.859494
73.0,4518,4695.677871
34.0,3980,4703.389705
58.0,4909,4712.791422
52.0,4205,4720.891516
17.0,2800,4726.413811
25.0,2818,4731.685038
61.0,6333,4743.872129
49.0,3645,4750.894121
44.0,3664,4757.935459
58.0,5321,4768.14824
84.0,6360,4780.617319
35.0,2989,4786.236348
55.0,5124,4796.146713
66.0,5245,4806.260695
62.0,5795,4817.64274
46.0,3859,4825.00344
59.0,4645,4833.945321
50.0,4807,4843.207416
43.0,3442,4849.897344
53.0,5345,4860.162184
22.0,2657,4865.280104
55.0,5709,4876.298521
74.0,5070,4886.167164
68.0,5332,4896.405399
74.0,5585,4907.273223
49.0,5307,4917.579355
46.0,4675,4926.739261
28.0,2881,4932.345827
67.0,5289,4942.668706
77.0,6087,4954.595792
84.0,5910,4965.961921
53.0,5046,4975.767787
43.0,4403,4984.14571
48.0,4467,4992.814045
92.0,5522,5003.568342
94.0,5238,5013.684026
63.0,5355,5023.939472
41.0,4060,5031.782438
43.0,4132,5039.791227
80.0,6625,5052.508245
55.0,5503,5063.185183
44.0,3390,5069.63091
43.0,4387,5078.210144
51.0,2910,5083.869771
48.0,4445,5092.323188
34.0,4059,5100.23652
40.0,3825,5107.500046
49.0,4265,5115.78935
40.0,3785,5123.14671
28.0,3133,5129.123729
85.0,5814,5140.312888
46.0,3683,5147.416393
43.0,4554,5156.259418
73.0,5244,5166.379971
64.0,6123,5178.265199
27.0,3699,5185.313926
71.0,6025,5196.912966
59.0,5494,5207.630369
62.0,5648,5218.546948
44.0,2633,5223.560351
57.0,4452,5232.080485
74.0,5271,5242.442362
61.0,5257,5252.543575
23.0,3504,5259.153374
74.0,4508,5267.896793
61.0,4278,5276.131826
41.0,4444,5284.739894
58.0,4770,5293.982539
59.0,5713,5305.021818
68.0,5156,5315.054608
41.0,4283,5323.216005
29.0,3209,5329.32953
40.0,3758,5336.596239
44.0,4281,5344.937931
34.0,3921,5352.371412
36.0,4050,5360.22666
89.0,5783,5371.375642
27.0,2589,5376.361753
59.0,4641,5385.30979
31.0,4193,5393.395616
64.0,5950,5404.940519
48.0,4378,5413.353039
23.0,2183,5417.477383
38.0,3553,5424.35245
48.0,4260,5432.516669
33.0,3550,5439.352343
35.0,3614,5446.313551
50.0,4283,5454.536129
44.0,4046,5462.294572
46.0,5007,5471.892859
71.0,6162,5483.885136
46.0,4123,5491.805175
86.0,5577,5502.646749
59.0,5371,5513.008515
36.0,4406,5521.574048
47.0,4932,5531.051664
281.0,4879,5540.565197
107.0,6022,5552.113971
107.0,5820,5563.484745
90.0,5569,5574.163943
33.0,3176,5580.264604
76.0,6139,5592.20711
60.0,5341,5602.645522
69.0,4972,5612.142937
46.0,4214,5620.281016
42.0,4450,5628.922166
78.0,5611,5639.79722
85.0,6400,5652.154196
40.0,4001,5659.896105
24.0,2892,5665.335616
62.0,5280,5675.551374
49.0,4049,5683.377772
73.0,6225,5695.414244
54.0,4865,5704.83952
43.0,4352,5713.267924
46.0,4236,5721.39254
80.0,4463,5730.082022
42.0,3771,5737.231786
42.0,2416,5741.777525
51.0,5651,5752.781959
33.0,3951,5760.513423
79.0,6218,5772.529865
54.0,5114,5782.431967
32.0,3835,5789.775224
36.0,4037,5797.608279
41.0,3941,5805.079645
33.0,3507,5811.827747
45.0,4533,5820.61604
57.0,4448,5829.136262
59.0,4624,5838.111362
68.0,5223,5848.144217
47.0,4640,5857.133006
66.0,5650,5868.076138
96.0,4598,5876.997858
75.0,5344,5887.256259
57.0,5569,5898.079159
43.0,4650,5907.092974
67.0,5976,5918.718153
55.0,4607,5927.476659
57.0,4624,5936.407615
59.0,5077,5946.246481
54.0,3746,5953.445937
37.0,3635,5960.419556
68.0,4873,5969.939326
45.0,4631,5978.742147
83.0,5750,5990.034405
96.0,6859,6003.281184
82.0,6578,6016.093923
83.0,5416,6026.481291
58.0,5219,6036.540597
97.0,6028,6048.228875
39.0,4030,6055.936557
53.0,3224,6062.297645
46.0,4448,6070.766508
58.0,4750,6079.904161
67.0,5239,6090.064267
69.0,4894,6099.647075
79.0,6514,6112.120066
64.0,4875,6121.639777
70.0,4559,6130.470651
77.0,4953,6139.915087
95.0,4729,6149.052795
76.0,5616,6159.961427
62.0,5319,6170.221177
88.0,6227,6182.305476
69.0,5263,6192.469904
56.0,4235,6200.71978
39.0,3457,6207.253858
72.0,4205,6215.322143
59.0,4312,6223.780245
89.0,6289,6235.950227
31.0,3277,6242.203968
45.0,4262,6250.36412
86.0,6643,6263.274158
110.0,6592,6276.079434
78.0,6036,6287.700065
59.0,4970,6297.390449
51.0,4465,6306.05892
30.0,3951,6313.538801
54.0,4764,6322.741468
64.0,3993,6330.493335
71.0,6002,6342.164223
40.0,2926,6347.73793
47.0,4630,6356.663607
52.0,4392,6365.214862
36.0,3689,6372.267428
191.0,6652,6384.965706
65.0,4349,6393.362233
80.0,6090,6405.181434
66.0,4782,6414.355841
50.0,4279,6422.559356
48.0,4541,6431.356922
26.0,3122,6437.36569
29.0,3736,6444.592723
84.0,6381,6456.855537
77.0,5577,6467.703368
87.0,4958,6477.224899
66.0,3978,6484.927995
61.0,4077,6492.855992
45.0,4335,6501.173023
22.0,2375,6505.753079
57.0,4512,6514.522523
39.0,4183,6522.603582
111.0,4828,6531.928706
55.0,4766,6541.076296
61.0,5767,6552.212129
80.0,5311,6562.427425
50.0,4113,6570.383396
