#{"t_start": 1760358203.381485, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,513,423.570985
0.0,524,424.386778
0.0,515,425.220242
2.0,824,426.576171
0.0,499,427.386587
2.0,813,428.769365
4.0,1198,430.777429
0.0,514,431.614384
1.0,708,432.769211
2.0,928,434.326792
1.0,653,435.367772
0.0,523,436.220746
1.0,714,437.382702
0.0,515,438.191401
2.0,849,439.620883
0.0,533,440.45946
0.0,525,441.289634
0.0,535,442.13817
1.0,617,443.097541
0.0,520,443.915178
0.0,540,444.779561
3.0,932,446.322041
1.0,696,447.441783
1.0,639,448.489861
0.0,529,449.340374
2.0,821,450.679154
0.0,531,451.475442
0.0,521,452.315695
2.0,797,453.617881
0.0,537,454.449015
3.0,927,455.969787
0.0,506,456.798494
1.0,715,457.986377
2.0,916,459.505295
0.0,521,460.34259
3.0,961,461.895777
5.0,1410,464.246021
2.0,818,465.596533
0.0,506,466.391711
0.0,512,467.203688
5.0,1406,469.567064
0.0,509,470.375516
0.0,515,471.208143
5.0,1213,473.268884
4.0,1204,475.291152
0.0,535,476.107137
0.0,493,476.907475
0.0,531,477.75233
3.0,1031,479.485478
0.0,514,480.310771
1.0,711,481.48209
0.0,513,482.295028
0.0,539,483.112211
0.0,537,483.936952
0.0,540,484.777059
1.0,714,485.973448
0.0,516,486.795392
5.0,1392,489.146776
0.0,538,489.956465
0.0,539,490.796283
5.0,1376,493.079122
3.0,883,494.475795
0.0,528,495.321499
0.0,537,496.149461
6.0,1494,498.684739
0.0,515,499.507283
2.0,817,500.848567
0.0,520,501.663795
1.0,631,502.701877
1.0,723,503.846783
0.0,543,504.7481
1.0,639,505.801711
2.0,764,507.067682
0.0,520,507.879706
1.0,644,508.887197
1.0,632,509.927938
0.0,539,510.769187
3.0,881,512.23565
0.0,543,513.084351
0.0,524,513.898011
1.0,701,515.020916
0.0,512,515.820203
1.0,611,516.805221
2.0,769,518.067226
0.0,509,518.905102
2.0,792,520.248972
3.0,865,521.723488
0.0,541,522.578655
0.0,524,523.407067
4.0,1212,525.477892
1.0,637,526.464496
2.0,832,527.779688
0.0,520,528.577419
3.0,1008,530.31962
0.0,522,531.140495
1.0,699,532.274638
1.0,640,533.276395
0.0,539,534.109112
2.0,894,535.578977
0.0,517,536.398093
0.0,527,537.247298
1.0,702,538.431036
2.0,838,539.780255
0.0,527,540.647297
0.0,538,541.499064
3.0,937,543.043658
2.0,813,544.375374
0.0,540,545.212083
1.0,655,546.26049
1.0,643,547.310346
0.0,538,548.15468
2.0,834,549.560963
2.0,839,550.895483
2.0,886,552.409201
0.0,531,553.267003
1.0,627,554.287623
2.0,720,555.496398
3.0,937,557.082457
0.0,541,557.911777
0.0,525,558.746348
0.0,523,559.584339
0.0,519,560.417608
0.0,531,561.221599
0.0,524,562.052509
1.0,703,563.185485
6.0,1514,565.846783
0.0,511,566.656487
1.0,633,567.7138
0.0,535,568.533248
1.0,697,569.687382
2.0,828,571.072152
3.0,1026,572.798973
0.0,531,573.663475
0.0,503,574.457278
0.0,520,575.239004
4.0,1116,577.126117
0.0,525,577.958696
1.0,693,579.067112
0.0,513,579.87371
2.0,791,581.225231
0.0,526,582.061527
0.0,532,582.914269
0.0,523,583.778313
1.0,719,584.920847
1.0,619,585.923214
0.0,524,586.727281
1.0,629,587.738649
0.0,523,588.573234
1.0,695,589.757317
0.0,519,590.574276
0.0,496,591.378996
0.0,515,592.181567
2.0,834,593.565151
1.0,633,594.602289
0.0,507,595.394665
0.0,535,596.226026
2.0,771,597.510695
3.0,1012,599.165825
0.0,499,599.939635
3.0,949,601.532043
0.0,519,602.364913
0.0,520,603.200998
1.0,712,604.420967
0.0,519,605.233721
6.0,1522,607.854097
0.0,519,608.725887
2.0,775,609.959678
3.0,1030,611.59904
4.0,1012,613.275916
6.0,1624,616.11076
2.0,890,617.584667
0.0,520,618.415686
3.0,1019,620.120195
0.0,501,620.93512
2.0,819,622.231562
0.0,508,623.015889
3.0,1030,624.806441
4.0,1083,626.670254
0.0,508,627.491546
2.0,740,628.727986
2.0,813,630.053375
0.0,539,630.885674
5.0,1418,633.306883
2.0,893,634.806021
0.0,525,635.639289
0.0,525,636.477387
0.0,531,637.288552
3.0,1114,639.29031
1.0,642,640.308324
0.0,531,641.134579
0.0,508,641.946023
0.0,519,642.763373
2.0,831,644.145534
0.0,508,644.943999
0.0,528,645.824493
1.0,625,646.823696
0.0,520,647.646721
0.0,527,648.476192
5.0,1327,650.717413
0.0,521,651.51337
3.0,1020,653.204966
0.0,525,654.027085
3.0,947,655.648442
0.0,517,656.533705
2.0,760,657.798702
0.0,519,658.63321
0.0,542,659.478753
1.0,628,660.518616
2.0,767,661.827643
0.0,521,662.660448
1.0,652,663.695474
2.0,920,665.239734
0.0,505,666.082499
0.0,513,666.922562
3.0,1017,668.635008
4.0,1208,670.677125
0.0,521,671.46883
2.0,813,672.80782
5.0,1398,675.199786
0.0,540,676.04164
0.0,519,676.868935
2.0,923,678.395472
2.0,897,679.905842
0.0,536,680.753881
1.0,624,681.755269
1.0,699,682.893955
0.0,515,683.749961
4.0,1134,685.757832
0.0,531,686.623431
0.0,529,687.459427
2.0,830,688.80819
0.0,532,689.625649
5.0,1131,691.530815
0.0,529,692.354031
0.0,527,693.179383
2.0,739,694.415196
2.0,907,695.936086
0.0,532,696.753926
2.0,735,697.96973
0.0,522,698.819804
6.0,1606,701.633445
2.0,826,702.977449
1.0,722,704.168998
0.0,524,705.035065
0.0,516,705.85948
1.0,700,707.010262
0.0,532,707.84034
0.0,543,708.681049
1.0,714,709.857971
0.0,536,710.680552
0.0,523,711.508146
0.0,540,712.343308
1.0,633,713.372504
3.0,921,714.973731
0.0,541,715.815141
2.0,811,717.13482
0.0,521,717.941057
0.0,529,718.776937
2.0,753,720.014926
0.0,529,720.879112
1.0,736,722.086126
0.0,523,722.881018
4.0,1194,724.917818
5.0,1179,726.903072
1.0,710,728.079709
0.0,516,728.927735
4.0,1204,730.977068
0.0,533,731.841506
0.0,527,732.665683
1.0,641,733.701252
1.0,693,734.85613
0.0,539,735.681185
2.0,894,737.188168
3.0,881,738.710855
0.0,508,739.511244
5.0,1410,741.885305
0.0,540,742.744555
0.0,523,743.563731
4.0,1198,745.639326
0.0,511,746.46602
4.0,1152,748.327843
0.0,531,749.15949
0.0,513,750.003221
0.0,519,750.848391
0.0,516,751.702249
2.0,820,753.032549
1.0,695,754.181193
0.0,519,754.969547
1.0,620,755.989213
4.0,1199,758.011194
1.0,632,759.107899
0.0,516,759.922923
0.0,543,760.753653
1.0,640,761.815363
0.0,518,762.668998
0.0,535,763.511246
4.0,1204,765.5654
0.0,508,766.384465
2.0,814,767.742423
0.0,529,768.598023
1.0,685,769.706039
1.0,713,770.85865
1.0,724,772.041559
2.0,809,773.405118
0.0,519,774.240653
2.0,809,775.563094
0.0,525,776.422829
1.0,720,777.57816
0.0,539,778.418014
7.0,1011,780.14267
3.0,1006,781.880314
0.0,543,782.748907
3.0,1004,784.405909
0.0,516,785.278191
5.0,1318,787.586543
0.0,521,788.424899
9.0,1640,791.189255
1.0,640,792.217056
0.0,513,793.036271
0.0,519,793.901036
2.0,809,795.311906
3.0,1092,797.212331
3.0,926,798.768117
0.0,499,799.571691
1.0,715,800.734451
1.0,635,801.789598
0.0,541,802.647665
3.0,947,804.214986
0.0,533,805.056786
5.0,1426,807.458494
0.0,540,808.33514
0.0,516,809.16973
3.0,1016,810.869878
0.0,501,811.693001
